,season_id,team_name_home,game_id,game_date,matchup_home,wl_home,team_name_away,MVP_in_roster_share_1yr_home,MVP_in_roster_share_2yr_home,MVP_in_roster_share_3yr_home,MVP_in_roster_share_1yr_away,MVP_in_roster_share_2yr_away,MVP_in_roster_share_3yr_away,Team_all_stars_home,Team_all_stars_away
30437,21995.0,TOR,29500474.0,1996/1/11,TOR vs. ATL,L,ATL,0.0,0.0,0.0,0.576,0.286,0.0,0.0,0.0
30438,21995.0,CHA,29500442.0,1996/1/6,CHA vs. ATL,W,ATL,0.0,0.0,0.852,0.0,0.0,0.0,1.0,0.0
30439,21995.0,CHI,29500409.0,1995/12/30,CHI vs. ATL,W,ATL,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
30440,21995.0,MIL,29500364.0,1995/12/23,MIL vs. ATL,W,ATL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30441,21995.0,WAS,29500233.0,1995/12/6,WAS vs. ATL,W,ATL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30442,21995.0,DET,29500216.0,1995/12/2,DET vs. ATL,W,ATL,0.0,0.386,0.577,0.0,0.0,0.0,1.0,0.0
30443,21995.0,NYK,29500180.0,1995/11/28,NYK vs. ATL,L,ATL,0.0,0.0,0.0,0.219,0.252,0.366,1.0,0.0
30444,21995.0,PHX,29500143.0,1995/11/22,PHX vs. ATL,W,ATL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30445,21995.0,DEN,29500134.0,1995/11/21,DEN vs. ATL,W,ATL,0.14,0.88,0.0,0.0,0.0,0.0,1.0,0.0
30446,21995.0,SAC,29500126.0,1995/11/19,SAC vs. ATL,L,ATL,0.576,0.286,0.0,0.0,0.0,0.0,1.0,0.0
30447,21995.0,DAL,29500073.0,1995/11/11,DAL vs. ATL,L,ATL,0.858,0.723,0.0,0.0,0.0,0.0,1.0,0.0
30448,21995.0,GSW,29500054.0,1995/11/9,GSW vs. ATL,L,ATL,0.0,0.0,0.0,0.507,0.0,0.0,0.0,0.0
30449,21995.0,LAC,29500045.0,1995/11/8,LAC vs. ATL,L,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30450,21995.0,UTH,29500029.0,1995/11/6,UTH vs. ATL,W,ATL,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
30451,21995.0,ATL,29500002.0,1995/11/3,ATL vs. IND,L,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30452,21995.0,ATL,29500021.0,1995/11/4,ATL vs. ORL,W,ORL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
30453,21995.0,ATL,29500082.0,1995/11/14,ATL vs. CHA,W,CHA,0.0,0.0,0.0,0.0,0.0,0.852,0.0,1.0
30454,21995.0,ATL,29500105.0,1995/11/17,ATL vs. MIA,L,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30455,21995.0,ATL,29500161.0,1995/11/25,ATL vs. TOR,W,TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30456,21995.0,ATL,29500193.0,1995/11/29,ATL vs. PHI,W,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30457,21995.0,ATL,29500207.0,1995/12/1,ATL vs. DAL,L,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30458,21995.0,ATL,29500242.0,1995/12/7,ATL vs. SAS,L,SAS,0.0,0.0,0.0,0.0,0.386,0.577,0.0,2.0
30459,21995.0,ATL,29500264.0,1995/12/9,ATL vs. NYK,L,NYK,0.576,0.286,0.0,0.0,0.0,0.0,0.0,1.0
30460,21995.0,ATL,29500278.0,1995/12/12,ATL vs. MIN,L,MIN,0.0,0.0,0.852,0.14,0.88,0.66,0.0,0.0
30461,21995.0,BKN,29501133.0,1996/4/14,BKN vs. ATL,L,ATL,0.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30462,21995.0,ATL,29500291.0,1995/12/14,ATL vs. CHI,L,CHI,0.0,0.0,0.0,0.858,0.723,0.0,0.0,2.0
30463,21995.0,BKN,29501065.0,1996/4/5,BKN vs. ATL,L,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30464,21995.0,BKN,29501151.0,1996/4/17,BKN vs. TOR,W,TOR,0.14,0.88,0.0,0.0,0.0,0.0,0.0,0.0
30465,21995.0,ATL,29500311.0,1995/12/16,ATL vs. DEN,W,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30466,21995.0,BKN,29501107.0,1996/4/11,BKN vs. CHI,L,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
30467,21995.0,BKN,29501093.0,1996/4/9,BKN vs. DET,L,DET,0.219,0.252,0.366,0.0,0.0,0.0,0.0,1.0
30468,21995.0,ATL,29500353.0,1995/12/22,ATL vs. BKN,W,BKN,0.0,0.0,0.0,0.858,0.723,0.0,0.0,0.0
30469,21995.0,BKN,29501069.0,1996/4/6,BKN vs. MIL,L,MIL,0.0,0.0,0.0,0.0,0.386,0.577,0.0,1.0
30470,21995.0,ATL,29500372.0,1995/12/26,ATL vs. LAC,W,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30471,21995.0,BKN,29501046.0,1996/4/3,BKN vs. LAC,W,LAC,0.0,0.0,0.0,0.507,0.0,0.0,0.0,0.0
30472,21995.0,CHA,29501181.0,1996/4/21,CHA vs. ORL,L,ORL,0.0,0.0,0.0,0.0,0.0,0.852,1.0,2.0
30473,21995.0,DEN,29501187.0,1996/4/21,DEN vs. OKC,W,OKC,0.0,0.0,0.0,0.576,0.286,0.0,1.0,2.0
30474,21995.0,DET,29501180.0,1996/4/21,DET vs. MIL,W,MIL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
30475,21995.0,HOU,29501178.0,1996/4/21,HOU vs. PHX,W,PHX,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
30476,21995.0,IND,29501183.0,1996/4/21,IND vs. CLE,W,CLE,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
30477,21995.0,LAC,29501179.0,1996/4/21,LAC vs. MEM,L,MEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30478,21995.0,POR,29501184.0,1996/4/21,POR vs. LAL,L,LAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30479,21995.0,SAC,29501185.0,1996/4/21,SAC vs. GSW,W,GSW,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30480,21995.0,SAS,29501189.0,1996/4/21,SAS vs. DAL,L,DAL,0.14,0.88,0.0,0.0,0.0,0.0,2.0,1.0
30481,21995.0,TOR,29501182.0,1996/4/21,TOR vs. PHI,L,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30482,21995.0,WAS,29501188.0,1996/4/21,WAS vs. CHI,L,CHI,0.0,0.0,0.0,0.507,0.0,0.0,1.0,2.0
30483,21995.0,ATL,29500392.0,1995/12/29,ATL vs. GSW,L,GSW,0.0,0.0,0.0,0.219,0.252,0.366,0.0,0.0
30484,21995.0,CHI,29501175.0,1996/4/20,CHI vs. IND,L,IND,0.858,0.723,0.0,0.0,0.0,0.0,2.0,1.0
30485,21995.0,CLE,29501173.0,1996/4/20,CLE vs. DET,W,DET,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
30486,21995.0,LAL,29501174.0,1996/4/20,LAL vs. MIN,W,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30487,21995.0,UTH,29501172.0,1996/4/20,UTH vs. SAC,W,SAC,0.0,0.386,0.577,0.0,0.0,0.0,2.0,1.0
30488,21995.0,DEN,29501169.0,1996/4/19,DEN vs. MEM,L,MEM,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30489,21995.0,GSW,29501163.0,1996/4/19,GSW vs. POR,L,POR,0.576,0.286,0.0,0.0,0.0,0.0,0.0,0.0
30490,21995.0,MIL,29501167.0,1996/4/19,MIL vs. MIA,L,MIA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
30491,21995.0,NYK,29501164.0,1996/4/19,NYK vs. CHA,L,CHA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
30492,21995.0,PHI,29501166.0,1996/4/19,PHI vs. ORL,L,ORL,0.14,0.88,0.0,0.0,0.0,0.0,0.0,2.0
30493,21995.0,PHX,29501165.0,1996/4/19,PHX vs. DAL,W,DAL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
30494,21995.0,OKC,29501171.0,1996/4/19,OKC vs. MIN,W,MIN,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
30495,21995.0,TOR,29501168.0,1996/4/19,TOR vs. WAS,W,WAS,0.0,0.0,0.0,0.0,0.386,0.577,0.0,1.0
30496,21995.0,CHA,29501156.0,1996/4/18,CHA vs. MIL,L,MIL,0.219,0.252,0.366,0.0,0.0,0.0,1.0,1.0
30497,21995.0,CHI,29501158.0,1996/4/18,CHI vs. DET,W,DET,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
30498,21995.0,CLE,29501160.0,1996/4/18,CLE vs. NYK,W,NYK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
30499,21995.0,DAL,29501162.0,1996/4/18,DAL vs. DEN,W,DEN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
30500,21995.0,HOU,29501159.0,1996/4/18,HOU vs. LAC,W,LAC,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
30501,21995.0,SAS,29501155.0,1996/4/18,SAS vs. LAL,W,LAL,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
30502,21995.0,MEM,29501161.0,1996/4/18,MEM vs. UTH,L,UTH,0.576,0.286,0.0,0.0,0.0,0.0,0.0,2.0
30503,21995.0,DET,29501153.0,1996/4/17,DET vs. IND,W,IND,0.858,0.723,0.0,0.0,0.0,0.0,1.0,1.0
30504,21995.0,MIN,29501150.0,1996/4/17,MIN vs. GSW,L,GSW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
